dia,mes,gestion,concentracion
12,9,2015,53.13
13,9,2015,37.79
14,9,2015,45.69
15,9,2015,51
16,9,2015,60.35
17,9,2015,50.17
18,9,2015,40.5
19,9,2015,38.02
20,9,2015,25.1
21,9,2015,45.13
22,9,2015,54.82
23,9,2015,53.83
24,9,2015,51.48
25,9,2015,38.27
26,9,2015,35.21
27,9,2015,34.21
28,9,2015,45.33
29,9,2015,45.23
30,9,2015,51.59
1,10,2015,46.19
2,10,2015,43.65
3,10,2015,47.63
4,10,2015,36.93
5,10,2015,40.2
6,10,2015,54.77
7,10,2015,56.12
8,10,2015,47.5
9,10,2015,34.56
10,10,2015,44.5
11,10,2015,47.96
12,10,2015,36.35
13,10,2015,46.49
14,10,2015,52.19
15,10,2015,54.89
16,10,2015,47.74
17,10,2015,38.04
18,10,2015,45
19,10,2015,49.08
20,10,2015,52.77
21,10,2015,39.64
22,10,2015,50.91
23,10,2015,40.47
24,10,2015,36.79
25,10,2015,26.37
26,10,2015,33.52
27,10,2015,39.25
28,10,2015,31.13
1,1,2016,60.21
2,1,2016,27.47
3,1,2016,21.26
4,1,2016,44.09
5,1,2016,35.29
6,1,2016,32.72
7,1,2016,32.05
8,1,2016,35.32
9,1,2016,34.64
10,1,2016,28.89
11,1,2016,32.56
12,1,2016,38.02
13,1,2016,47.21
14,1,2016,54.44
15,1,2016,38.5
16,1,2016,42.13
17,1,2016,28.31
18,1,2016,38.06
19,1,2016,32.83
20,1,2016,34.83
21,1,2016,36.25
22,1,2016,37.21
23,1,2016,37.04
24,1,2016,48.04
25,1,2016,43.44
26,1,2016,48.13
27,1,2016,50.19
28,1,2016,48
1,2,2016,
2,2,2016,66.67
3,2,2016,39.06
4,2,2016,36.8
5,2,2016,39.37
6,2,2016,21.92
7,2,2016,24.22
8,2,2016,24.77
9,2,2016,31.75
10,2,2016,37.33
11,2,2016,29.35
12,2,2016,40.92
13,2,2016,35.17
14,2,2016,33.52
15,2,2016,39.33
16,2,2016,39.79
17,2,2016,45.63
18,2,2016,31.92
19,2,2016,47.85
20,2,2016,46.94
21,2,2016,20.62
22,2,2016,30.17
23,2,2016,33.65
24,2,2016,33.45
25,2,2016,30.78
26,2,2016,40.17
27,2,2016,51.38
28,2,2016,25
1,5,2016,
2,5,2016,
3,5,2016,
4,5,2016,
5,5,2016,
6,5,2016,
7,5,2016,
8,5,2016,
9,5,2016,
10,5,2016,
11,5,2016,
12,5,2016,
13,5,2016,
14,5,2016,
15,5,2016,
16,5,2016,
17,5,2016,
18,5,2016,
19,5,2016,
20,5,2016,55
21,5,2016,62.42
22,5,2016,46.21
23,5,2016,60.6
24,5,2016,66.58
25,5,2016,60.4
26,5,2016,46.04
27,5,2016,56.33
28,5,2016,23.75
29,5,2016,45.15
30,5,2016,70.83
31,5,2016,63.92
1,6,2016,72.69
2,6,2016,64.06
3,6,2016,70.85
4,6,2016,62.65
5,6,2016,55.98
6,6,2016,67.92
7,6,2016,70.46
8,6,2016,76.06
9,6,2016,73.44
10,6,2016,73.08
11,6,2016,63.85
12,6,2016,63.94
13,6,2016,62.35
14,6,2016,66.63
15,6,2016,87.46
16,6,2016,87.13
17,6,2016,75.65
18,6,2016,76.92
19,6,2016,60.69
20,6,2016,82.38
21,6,2016,72.08
22,6,2016,68.13
23,6,2016,107.77
24,6,2016,137.9
25,6,2016,82.75
26,6,2016,40.56
27,6,2016,51.17
28,6,2016,41.71
29,6,2016,61.06
30,6,2016,65.46
1,7,2016,62.19
2,7,2016,59.42
3,7,2016,43.67
4,7,2016,61.75
5,7,2016,61.83
6,7,2016,68.25
7,7,2016,60.33
8,7,2016,49.67
9,7,2016,53.25
10,7,2016,44.96
11,7,2016,63.23
12,7,2016,58.56
13,7,2016,80.58
14,7,2016,62.23
15,7,2016,68.29
16,7,2016,57.25
17,7,2016,47.85
18,7,2016,59.58
19,7,2016,66.19
20,7,2016,58.81
21,7,2016,74.65
22,7,2016,66.35
23,7,2016,81.08
24,7,2016,82.48
25,7,2016,81.54
26,7,2016,70.58
27,7,2016,73.9
28,7,2016,83.79
29,7,2016,82.69
30,7,2016,87.88
31,7,2016,86.33
1,8,2016,90.46
2,8,2016,89.27
3,8,2016,77.94
4,8,2016,91.48
5,8,2016,100.17
6,8,2016,115.15
7,8,2016,60.75
8,8,2016,53.15
9,8,2016,58.25
10,8,2016,43.47
11,8,2016,55.87
12,8,2016,63.58
13,8,2016,67.88
14,8,2016,50.85
15,8,2016,58.81
16,8,2016,76.69
17,8,2016,71.46
18,8,2016,75.46
19,8,2016,78.71
20,8,2016,58.02
21,8,2016,47.02
22,8,2016,44.52
23,8,2016,64.1
24,8,2016,63.4
25,8,2016,73.19
26,8,2016,60.69
27,8,2016,73.44
28,8,2016,53.63
29,8,2016,44.1
30,8,2016,56.56
31,8,2016,61.17
1,9,2016,69.65
2,9,2016,64
3,9,2016,58
4,9,2016,30
5,9,2016,66.98
6,9,2016,53.44
7,9,2016,60.67
8,9,2016,66.9
9,9,2016,54.92
10,9,2016,42.08
11,9,2016,49.25
12,9,2016,68.54
13,9,2016,76.33
14,9,2016,83.98
15,9,2016,71.21
16,9,2016,66.96
17,9,2016,70.02
18,9,2016,51.44
19,9,2016,60.56
20,9,2016,49.65
21,9,2016,55.19
22,9,2016,64.46
23,9,2016,62.98
24,9,2016,49.44
25,9,2016,41.77
26,9,2016,43.88
27,9,2016,51.73
28,9,2016,58.85
29,9,2016,60.92
30,9,2016,63.06
1,10,2016,64.58
2,10,2016,30.13
3,10,2016,40.56
4,10,2016,56.44
5,10,2016,59.94
6,10,2016,65.69
7,10,2016,67.29
8,10,2016,56.85
9,10,2016,37.06
10,10,2016,40.85
11,10,2016,39.83
12,10,2016,48.96
13,10,2016,57.56
14,10,2016,61.1
15,10,2016,53.21
16,10,2016,36.13
17,10,2016,43.31
18,10,2016,50.56
19,10,2016,60.58
20,10,2016,40.65
21,10,2016,34.3
22,10,2016,44.35
23,10,2016,51.23
24,10,2016,45.4
25,10,2016,63.52
26,10,2016,49.15
27,10,2016,49.31
28,10,2016,46.81
29,10,2016,56.9
30,10,2016,42.9
31,10,2016,55.5
1,11,2016,82.52
2,11,2016,58.15
3,11,2016,47.94
4,11,2016,48.5
5,11,2016,56.46
6,11,2016,52.23
7,11,2016,61.56
8,11,2016,67
9,11,2016,65.31
10,11,2016,57.6
11,11,2016,71.31
12,11,2016,77.92
13,11,2016,38.83
14,11,2016,54.88
15,11,2016,63.33
16,11,2016,71.02
17,11,2016,76.83
18,11,2016,57.75
19,11,2016,59.38
20,11,2016,47.29
21,11,2016,59.71
22,11,2016,48.13
23,11,2016,63.46
24,11,2016,67.67
25,11,2016,70.17
26,11,2016,63.83
27,11,2016,39.2
28,11,2016,41.17
29,11,2016,36.71
30,11,2016,32.69
1,12,2016,41.02
2,12,2016,45.22
3,12,2016,38.67
4,12,2016,27.76
5,12,2016,38.21
6,12,2016,49.5
7,12,2016,51.13
8,12,2016,46.55
9,12,2016,53.33
10,12,2016,61.81
11,12,2016,47.67
12,12,2016,51.58
13,12,2016,59.58
14,12,2016,49.44
15,12,2016,45.5
16,12,2016,46.75
17,12,2016,50.17
18,12,2016,40.92
19,12,2016,50.88
20,12,2016,48.19
21,12,2016,34.77
22,12,2016,38.81
23,12,2016,34.77
24,12,2016,31.57
25,12,2016,35.46
26,12,2016,45.29
27,12,2016,39.78
28,12,2016,37.65
29,12,2016,26.69
30,12,2016,37.83
31,12,2016,45.9
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
